side,limit,margin,stat,type,fromPosition
long,-37141.75,0.01,open,open Position,1280.75
long,-37396.95,0.01,open,open Position,1289.55
long,-37759.45,0.01,open,open Position,1302.05
long,-38365.55,0.01,open,open Position,1322.95
long,-38381.5,0.01,open,open Position,1323.5
long,-37897.2,0.01,open,open Position,1306.8
long,-38362.65,0.01,open,open Position,1322.85
long,-38440.95,0.01,open,open Position,1325.55
long,-38285.8,0.01,open,open Position,1320.2
long,-38633.8,0.01,open,open Position,1332.2
long,-38381.5,0.01,open,open Position,1323.5
long,-38855.65,0.01,open,open Position,1339.85
long,-39121,0.01,open,open Position,1349
long,-38902.05,0.01,open,open Position,1341.45
long,-38907.85,0.01,open,open Position,1341.65
long,-38606.25,0.01,open,open Position,1331.25
long,-38188.65,0.01,open,open Position,1316.85
long,-38056.7,0.01,open,open Position,1312.3
long,-37527.45,0.01,open,open Position,1294.05
long,-37323,0.01,open,open Position,1287
long,-37617.35,0.01,open,open Position,1297.15
long,-36815.5,0.01,open,open Position,1269.5
long,-37189.6,0.01,open,open Position,1282.4
long,-37504.25,0.01,open,open Position,1293.25
long,-37543.4,0.01,open,open Position,1294.6
long,-37552.1,0.01,open,open Position,1294.9
long,-37169.3,0.01,open,open Position,1281.7
long,-37453.5,0.01,open,open Position,1291.5
long,-37684.05,0.01,open,open Position,1299.45
long,-38429.35,0.01,open,open Position,1325.15
long,-38536.65,0.01,open,open Position,1328.85
long,-38465.6,0.01,open,open Position,1326.4
long,-38206.05,0.01,open,open Position,1317.45
long,-38219.1,0.01,open,open Position,1317.9
long,-38390.2,0.01,open,open Position,1323.8
long,-38306.1,0.01,open,open Position,1320.9
long,-38490.25,0.01,open,open Position,1327.25
long,-38619.3,0.01,open,open Position,1331.7
long,-38384.4,0.01,open,open Position,1323.6
long,-38339.45,0.01,open,open Position,1322.05
long,-38529.4,0.01,open,open Position,1328.6
long,-38459.8,0.01,open,open Position,1326.2
long,-38432.25,0.01,open,open Position,1325.25
long,-38464.15,0.01,open,open Position,1326.35
long,-38603.35,0.01,open,open Position,1331.15
long,-38913.65,0.01,open,open Position,1341.85
long,-38902.05,0.01,open,open Position,1341.45
long,-38839.7,0.01,open,open Position,1339.3
long,-38770.1,0.01,open,open Position,1336.9
long,-38726.6,0.01,open,open Position,1335.4
long,-38944.1,0.01,open,open Position,1342.9
long,-38894.8,0.01,open,open Position,1341.2
long,-38894.8,0.01,open,open Position,1341.2
long,-38355.4,0.01,open,open Position,1322.6
long,-38095.85,0.01,open,open Position,1313.65
long,-38169.8,0.01,open,open Position,1316.2
long,-38290.15,0.01,open,open Position,1320.35
long,-38294.5,0.01,open,open Position,1320.5
long,-38288.7,0.01,open,open Position,1320.3
long,-38520.7,0.01,open,open Position,1328.3
long,-38475.75,0.01,open,open Position,1326.75
long,-38333.65,0.01,open,open Position,1321.85
long,-38442.4,0.01,open,open Position,1325.6
long,-38628,0.01,open,open Position,1332
long,-38561.3,0.01,open,open Position,1329.7
long,-38351.05,0.01,open,open Position,1322.45
long,-38401.8,0.01,open,open Position,1324.2
long,-38533.75,0.01,open,open Position,1328.75
long,-38365.55,0.01,open,open Position,1322.95
long,-37856.6,0.01,open,open Position,1305.4
long,-37859.5,0.01,open,open Position,1305.5
long,-37990,0.01,open,open Position,1310
long,-37772.5,0.01,open,open Position,1302.5
long,-37599.95,0.01,open,open Position,1296.55
long,-37581.1,0.01,open,open Position,1295.9
long,-37672.45,0.01,open,open Position,1299.05
long,-37457.85,0.01,open,open Position,1291.65
long,-37256.3,0.01,open,open Position,1284.7
long,-37415.8,0.01,open,open Position,1290.2
long,-37533.25,0.01,open,open Position,1294.25
long,-37482.5,0.01,open,open Position,1292.5
long,-37727.55,0.01,open,open Position,1300.95
long,-37789.9,0.01,open,open Position,1303.1
long,-37773.95,0.01,open,open Position,1302.55
long,-37515.85,0.01,open,open Position,1293.65
long,-37401.3,0.01,open,open Position,1289.7
long,-37102.6,0.01,open,open Position,1279.4
long,-37547.75,0.01,open,open Position,1294.75
long,-38274.2,0.01,open,open Position,1319.8
long,-37963.9,0.01,open,open Position,1309.1
long,-38011.75,0.01,open,open Position,1310.75
long,-37589.8,0.01,open,open Position,1296.2
long,-38142.25,0.01,open,open Position,1315.25
long,-38394.55,0.01,open,open Position,1323.95
long,-38542.45,0.01,open,open Position,1329.05
long,-38403.25,0.01,open,open Position,1324.25
long,-38326.4,0.01,open,open Position,1321.6
long,-38343.8,0.01,open,open Position,1322.2
long,-38580.15,0.01,open,open Position,1330.35
long,-38567.1,0.01,open,open Position,1329.9
long,-38398.9,0.01,open,open Position,1324.1
long,-38171.25,0.01,open,open Position,1316.25
long,-38462.7,0.01,open,open Position,1326.3
long,-38719.35,0.01,open,open Position,1335.15
long,-38919.45,0.01,open,open Position,1342.05
long,-39622.7,0.01,open,open Position,1366.3
long,-39895.3,0.01,open,open Position,1375.7
long,-40157.75,0.01,open,open Position,1384.75
long,-40011.3,0.01,open,open Position,1379.7
long,-40195.45,0.01,open,open Position,1386.05
long,-40109.9,0.01,open,open Position,1383.1
long,-40060.6,0.01,open,open Position,1381.4
long,-39943.15,0.01,open,open Position,1377.35
long,-40128.75,0.01,open,open Position,1383.75
long,-40195.45,0.01,open,open Position,1386.05
long,-40249.1,0.01,open,open Position,1387.9
long,-40349.15,0.01,open,open Position,1391.35
long,-40225.9,0.01,open,open Position,1387.1
long,-40240.4,0.01,open,open Position,1387.6
long,-39573.4,0.01,open,open Position,1364.6
long,-38603.35,0.01,open,open Position,1331.15
long,-38095.85,0.01,open,open Position,1313.65
long,-38342.35,0.01,open,open Position,1322.15
long,-38380.05,0.01,open,open Position,1323.45
long,-38401.8,0.01,open,open Position,1324.2
long,-38322.05,0.01,open,open Position,1321.45
long,-38546.8,0.01,open,open Position,1329.2
long,-38485.9,0.01,open,open Position,1327.1
long,-38646.85,0.01,open,open Position,1332.65
long,-37990,0.01,open,open Position,1310
long,-37008.35,0.01,open,open Position,1276.15
long,-37304.15,0.01,open,open Position,1286.35
long,-37212.8,0.01,open,open Position,1283.2
long,-37286.75,0.01,open,open Position,1285.75
long,-37019.95,0.01,open,open Position,1276.55
long,-37254.85,0.01,open,open Position,1284.65
long,-37172.2,0.01,open,open Position,1281.8
long,-36901.05,0.01,open,open Position,1272.45
long,-37756.55,0.01,open,open Position,1301.95
long,-37543.4,0.01,open,open Position,1294.6
long,-37798.6,0.01,open,open Position,1303.4
long,-37979.85,0.01,open,open Position,1309.65
long,-38426.45,0.01,open,open Position,1325.05
long,-38609.15,0.01,open,open Position,1331.35
long,-38526.5,0.01,open,open Position,1328.5
long,-38323.5,0.01,open,open Position,1321.5
long,-38633.8,0.01,open,open Position,1332.2
long,-38649.75,0.01,open,open Position,1332.75
long,-39150,0.01,open,open Position,1350
long,-38996.3,0.01,open,open Position,1344.7
long,-38775.9,0.01,open,open Position,1337.1
long,-38759.95,0.01,open,open Position,1336.55
long,-38672.95,0.01,open,open Position,1333.55
long,-38958.6,0.01,open,open Position,1343.4
long,-38741.1,0.01,open,open Position,1335.9
long,-38893.35,0.01,open,open Position,1341.15
long,-38877.4,0.01,open,open Position,1340.6
long,-38623.65,0.01,open,open Position,1331.85
long,-38500.4,0.01,open,open Position,1327.6
long,-38310.45,0.01,open,open Position,1321.05
long,-38378.6,0.01,open,open Position,1323.4
long,-38746.9,0.01,open,open Position,1336.1
long,-38745.45,0.01,open,open Position,1336.05
long,-38736.75,0.01,open,open Position,1335.75
long,-38253.9,0.01,open,open Position,1319.1
long,-37711.6,0.01,open,open Position,1300.4
long,-38266.95,0.01,open,open Position,1319.55
long,-38461.25,0.01,open,open Position,1326.25
long,-38770.1,0.01,open,open Position,1336.9
long,-38443.85,0.01,open,open Position,1325.65
long,-38461.25,0.01,open,open Position,1326.25
long,-38643.95,0.01,open,open Position,1332.55
long,-38768.65,0.01,open,open Position,1336.85
long,-38613.5,0.01,open,open Position,1331.5
long,-38522.15,0.01,open,open Position,1328.35
long,-38715,0.01,open,open Position,1335
long,-38762.85,0.01,open,open Position,1336.65
long,-38725.15,0.01,open,open Position,1335.35
long,-38443.85,0.01,open,open Position,1325.65
long,-38477.2,0.01,open,open Position,1326.8
long,-38507.65,0.01,open,open Position,1327.85
long,-38541,0.01,open,open Position,1329
long,-38629.45,0.01,open,open Position,1332.05
long,-38841.15,0.01,open,open Position,1339.35
long,-39083.3,0.01,open,open Position,1347.7
long,-38919.45,0.01,open,open Position,1342.05
long,-38755.6,0.01,open,open Position,1336.4
long,-38575.8,0.01,open,open Position,1330.2
long,-38472.85,0.01,open,open Position,1326.65
long,-38715,0.01,open,open Position,1335
long,-39421.15,0.01,open,open Position,1359.35
long,-39174.65,0.01,open,open Position,1350.85
long,-39200.75,0.01,open,open Position,1351.75
long,-38997.75,0.01,open,open Position,1344.75
long,-39051.4,0.01,open,open Position,1346.6
long,-38773,0.01,open,open Position,1337
long,-38603.35,0.01,open,open Position,1331.15
long,-38356.85,0.01,open,open Position,1322.65
long,-38329.3,0.01,open,open Position,1321.7
long,-38506.2,0.01,open,open Position,1327.8
long,-38474.3,0.01,open,open Position,1326.7
long,-38588.85,0.01,open,open Position,1330.65
long,-38548.25,0.01,open,open Position,1329.25
long,-38541,0.01,open,open Position,1329
long,-38520.7,0.01,open,open Position,1328.3
long,-38525.05,0.01,open,open Position,1328.45
long,-38481.55,0.01,open,open Position,1326.95
long,-38513.45,0.01,open,open Position,1328.05
long,-38585.95,0.01,open,open Position,1330.55
long,-38581.6,0.01,open,open Position,1330.4
long,-38539.55,0.01,open,open Position,1328.95
long,-38411.95,0.01,open,open Position,1324.55
long,-38358.3,0.01,open,open Position,1322.7
long,-38429.35,0.01,open,open Position,1325.15
long,-38349.6,0.01,open,open Position,1322.4
long,-38342.35,0.01,open,open Position,1322.15
long,-38004.5,0.01,open,open Position,1310.5
long,-38063.95,0.01,open,open Position,1312.55
long,-38139.35,0.01,open,open Position,1315.15
long,-38016.1,0.01,open,open Position,1310.9
long,-37952.3,0.01,open,open Position,1308.7
long,-38053.8,0.01,open,open Position,1312.2
long,-38048,0.01,open,open Position,1312
long,-38019,0.01,open,open Position,1311
long,-37978.4,0.01,open,open Position,1309.6
long,-37908.8,0.01,open,open Position,1307.2
long,-37994.35,0.01,open,open Position,1310.15
long,-37959.55,0.01,open,open Position,1308.95
long,-38048,0.01,open,open Position,1312
long,-38052.35,0.01,open,open Position,1312.15
long,-38033.5,0.01,open,open Position,1311.5
long,-37997.25,0.01,open,open Position,1310.25
long,-37968.25,0.01,open,open Position,1309.25
long,-37882.7,0.01,open,open Position,1306.3
long,-37386.8,0.01,open,open Position,1289.2
long,-37621.7,0.01,open,open Position,1297.3
long,-37546.3,0.01,open,open Position,1294.7
long,-37597.05,0.01,open,open Position,1296.45
long,-37385.35,0.01,open,open Position,1289.15
long,-37492.65,0.01,open,open Position,1292.85
long,-37579.65,0.01,open,open Position,1295.85
long,-37614.45,0.01,open,open Position,1297.05
long,-37572.4,0.01,open,open Position,1295.6
long,-37814.55,0.01,open,open Position,1303.95
long,-37772.5,0.01,open,open Position,1302.5
long,-37694.2,0.01,open,open Position,1299.8
long,-37386.8,0.01,open,open Position,1289.2
long,-36999.65,0.01,open,open Position,1275.85
long,-37151.9,0.01,open,open Position,1281.1
long,-37620.25,0.01,open,open Position,1297.25
long,-37379.55,0.01,open,open Position,1288.95
long,-37441.9,0.01,open,open Position,1291.1
long,-37328.8,0.01,open,open Position,1287.2
long,-37552.1,0.01,open,open Position,1294.9
long,-37436.1,0.01,open,open Position,1290.9
long,-37447.7,0.01,open,open Position,1291.3
long,-37423.05,0.01,open,open Position,1290.45
long,-37473.8,0.01,open,open Position,1292.2
long,-37611.55,0.01,open,open Position,1296.95
long,-37656.5,0.01,open,open Position,1298.5
long,-37734.8,0.01,open,open Position,1301.2
long,-37617.35,0.01,open,open Position,1297.15
long,-38251,0.01,open,open Position,1319
long,-38219.1,0.01,open,open Position,1317.9
long,-38269.85,0.01,open,open Position,1319.65
long,-38429.35,0.01,open,open Position,1325.15
long,-38182.85,0.01,open,open Position,1316.65
long,-38204.6,0.01,open,open Position,1317.4
long,-38362.65,0.01,open,open Position,1322.85
long,-38197.35,0.01,open,open Position,1317.15
long,-38135,0.01,open,open Position,1315
long,-38349.6,0.01,open,open Position,1322.4
long,-38306.1,0.01,open,open Position,1320.9
long,-38243.75,0.01,open,open Position,1318.75
long,-38309,0.01,open,open Position,1321
long,-38520.7,0.01,open,open Position,1328.3
long,-38497.5,0.01,open,open Position,1327.5
long,-38413.4,0.01,open,open Position,1324.6
long,-38774.45,0.01,open,open Position,1337.05
long,-39136.95,0.01,open,open Position,1349.55
long,-39068.8,0.01,open,open Position,1347.2
long,-39065.9,0.01,open,open Position,1347.1
long,-39084.75,0.01,open,open Position,1347.75
long,-39115.2,0.01,open,open Position,1348.8
long,-39238.45,0.01,open,open Position,1353.05
long,-39219.6,0.01,open,open Position,1352.4
long,-39151.45,0.01,open,open Position,1350.05
long,-39237,0.01,open,open Position,1353
long,-39048.5,0.01,open,open Position,1346.5
long,-39061.55,0.01,open,open Position,1346.95
long,-39132.6,0.01,open,open Position,1349.4
long,-39264.55,0.01,open,open Position,1353.95
long,-39454.5,0.01,open,open Position,1360.5
long,-39350.1,0.01,open,open Position,1356.9
long,-39383.45,0.01,open,open Position,1358.05
long,-39455.95,0.01,open,open Position,1360.55
long,-39255.85,0.01,open,open Position,1353.65
long,-39266,0.01,open,open Position,1354
long,-39309.5,0.01,open,open Position,1355.5
long,-39239.9,0.01,open,open Position,1353.1
long,-39151.45,0.01,open,open Position,1350.05
long,-39208,0.01,open,open Position,1352
long,-39309.5,0.01,open,open Position,1355.5
long,-39205.1,0.01,open,open Position,1351.9
long,-38968.75,0.01,open,open Position,1343.75
long,-38935.4,0.01,open,open Position,1342.6
long,-39002.1,0.01,open,open Position,1344.9
long,-38693.25,0.01,open,open Position,1334.25
long,-38626.55,0.01,open,open Position,1331.95
long,-38361.2,0.01,open,open Position,1322.8
long,-38358.3,0.01,open,open Position,1322.7
long,-38558.4,0.01,open,open Position,1329.6
long,-39141.3,0.01,open,open Position,1349.7
long,-39083.3,0.01,open,open Position,1347.7
long,-39338.5,0.01,open,open Position,1356.5
long,-39147.1,0.01,open,open Position,1349.9
long,-38981.8,0.01,open,open Position,1344.2
long,-39080.4,0.01,open,open Position,1347.6
long,-39297.9,0.01,open,open Position,1355.1
long,-39193.5,0.01,open,open Position,1351.5
long,-39712.6,0.01,open,open Position,1369.4
long,-39951.85,0.01,open,open Position,1377.65
long,-39793.8,0.01,open,open Position,1372.2
long,-39789.45,0.01,open,open Position,1372.05
long,-39788,0.01,open,open Position,1372
long,-39793.8,0.01,open,open Position,1372.2
long,-39524.1,0.01,open,open Position,1362.9
long,-39667.65,0.01,open,open Position,1367.85
long,-39409.55,0.01,open,open Position,1358.95
long,-39293.55,0.01,open,open Position,1354.95
long,-39366.05,0.01,open,open Position,1357.45
long,-39672,0.01,open,open Position,1368
long,-39631.4,0.01,open,open Position,1366.6
long,-39540.05,0.01,open,open Position,1363.45
long,-39708.25,0.01,open,open Position,1369.25
long,-39467.55,0.01,open,open Position,1360.95
long,-39508.15,0.01,open,open Position,1362.35
long,-39569.05,0.01,open,open Position,1364.45
long,-39351.55,0.01,open,open Position,1356.95
long,-39384.9,0.01,open,open Position,1358.1
long,-39527,0.01,open,open Position,1363
long,-39160.15,0.01,open,open Position,1350.35
long,-39148.55,0.01,open,open Position,1349.95
long,-39196.4,0.01,open,open Position,1351.6
long,-39287.75,0.01,open,open Position,1354.75
long,-39263.1,0.01,open,open Position,1353.9
long,-39316.75,0.01,open,open Position,1355.75
long,-39280.5,0.01,open,open Position,1354.5
long,-39194.95,0.01,open,open Position,1351.55
long,-39267.45,0.01,open,open Position,1354.05
long,-39142.75,0.01,open,open Position,1349.75
long,-39296.45,0.01,open,open Position,1355.05
long,-39310.95,0.01,open,open Position,1355.55
long,-39338.5,0.01,open,open Position,1356.5
long,-39325.45,0.01,open,open Position,1356.05
long,-39274.7,0.01,open,open Position,1354.3
long,-38590.3,0.01,open,open Position,1330.7
long,-38632.35,0.01,open,open Position,1332.15
long,-38823.75,0.01,open,open Position,1338.75
long,-38668.6,0.01,open,open Position,1333.4
long,-38375.7,0.01,open,open Position,1323.3
long,-38372.8,0.01,open,open Position,1323.2
long,-38456.9,0.01,open,open Position,1326.1
long,-38480.1,0.01,open,open Position,1326.9
long,-38588.85,0.01,open,open Position,1330.65
long,-38652.65,0.01,open,open Position,1332.85
long,-38652.65,0.01,open,open Position,1332.85
long,-38578.7,0.01,open,open Position,1330.3
long,-38648.3,0.01,open,open Position,1332.7
long,-38704.85,0.01,open,open Position,1334.65
long,-38657,0.01,open,open Position,1333
long,-38583.05,0.01,open,open Position,1330.45
long,-38494.6,0.01,open,open Position,1327.4
long,-38570,0.01,open,open Position,1330
long,-38616.4,0.01,open,open Position,1331.6
long,-38558.4,0.01,open,open Position,1329.6
long,-38409.05,0.01,open,open Position,1324.45
long,-38478.65,0.01,open,open Position,1326.85
long,-38491.7,0.01,open,open Position,1327.3
long,-38551.15,0.01,open,open Position,1329.35
long,-38523.6,0.01,open,open Position,1328.4
long,-38438.05,0.01,open,open Position,1325.45
long,-38407.6,0.01,open,open Position,1324.4
long,-38397.45,0.01,open,open Position,1324.05
long,-38533.75,0.01,open,open Position,1328.75
long,-38488.8,0.01,open,open Position,1327.2
long,-38409.05,0.01,open,open Position,1324.45
long,-38396,0.01,open,open Position,1324
long,-38414.85,0.01,open,open Position,1324.65
long,-37898.65,0.01,open,open Position,1306.85
long,-38019,0.01,open,open Position,1311
long,-38120.5,0.01,open,open Position,1314.5
long,-38049.45,0.01,open,open Position,1312.05
long,-38026.25,0.01,open,open Position,1311.25
long,-37937.8,0.01,open,open Position,1308.2
long,-38004.5,0.01,open,open Position,1310.5
long,-38066.85,0.01,open,open Position,1312.65
long,-38107.45,0.01,open,open Position,1314.05
long,-38165.45,0.01,open,open Position,1316.05
long,-38108.9,0.01,open,open Position,1314.1
long,-38119.05,0.01,open,open Position,1314.45
long,-38179.95,0.01,open,open Position,1316.55
long,-38332.2,0.01,open,open Position,1321.8
long,-38345.25,0.01,open,open Position,1322.25
long,-38448.2,0.01,open,open Position,1325.8
long,-38320.6,0.01,open,open Position,1321.4
long,-38390.2,0.01,open,open Position,1323.8
long,-38449.65,0.01,open,open Position,1325.85
long,-38422.1,0.01,open,open Position,1324.9
long,-38381.5,0.01,open,open Position,1323.5
long,-38430.8,0.01,open,open Position,1325.2
long,-38249.55,0.01,open,open Position,1318.95
long,-38291.6,0.01,open,open Position,1320.4
long,-38306.1,0.01,open,open Position,1320.9
long,-38161.1,0.01,open,open Position,1315.9
long,-38358.3,0.01,open,open Position,1322.7
long,-38651.2,0.01,open,open Position,1332.8
long,-38575.8,0.01,open,open Position,1330.2
long,-38391.65,0.01,open,open Position,1323.85
long,-38356.85,0.01,open,open Position,1322.65
long,-38403.25,0.01,open,open Position,1324.25
long,-38197.35,0.01,open,open Position,1317.15
long,-38116.15,0.01,open,open Position,1314.35
long,-38159.65,0.01,open,open Position,1315.85
long,-37881.25,0.01,open,open Position,1306.25
long,-38043.65,0.01,open,open Position,1311.85
long,-37965.35,0.01,open,open Position,1309.15
long,-38106,0.01,open,open Position,1314
long,-38206.05,0.01,open,open Position,1317.45
long,-37985.65,0.01,open,open Position,1309.85
long,-37884.15,0.01,open,open Position,1306.35
long,-37926.2,0.01,open,open Position,1307.8
long,-37710.15,0.01,open,open Position,1300.35
long,-38045.1,0.01,open,open Position,1311.9
long,-37916.05,0.01,open,open Position,1307.45
long,-37903,0.01,open,open Position,1307
long,-37895.75,0.01,open,open Position,1306.75
long,-37882.7,0.01,open,open Position,1306.3
long,-37460.75,0.01,open,open Position,1291.75
long,-37402.75,0.01,open,open Position,1289.75
long,-37037.35,0.01,open,open Position,1277.15
long,-36980.8,0.01,open,open Position,1275.2
long,-37099.7,0.01,open,open Position,1279.3
long,-37056.2,0.01,open,open Position,1277.8
long,-37031.55,0.01,open,open Position,1276.95
long,-36972.1,0.01,open,open Position,1274.9
long,-37030.1,0.01,open,open Position,1276.9
long,-37224.4,0.01,open,open Position,1283.6
long,-37241.8,0.01,open,open Position,1284.2
long,-37120,0.01,open,open Position,1280
long,-37192.5,0.01,open,open Position,1282.5
long,-37301.25,0.01,open,open Position,1286.25
long,-37273.7,0.01,open,open Position,1285.3
long,-36951.8,0.01,open,open Position,1274.2
long,-37173.65,0.01,open,open Position,1281.85
long,-37491.2,0.01,open,open Position,1292.8
long,-37539.05,0.01,open,open Position,1294.45
long,-37424.5,0.01,open,open Position,1290.5
long,-37069.25,0.01,open,open Position,1278.25
long,-37182.35,0.01,open,open Position,1282.15
long,-37141.75,0.01,open,open Position,1280.75
long,-37006.9,0.01,open,open Position,1276.1
long,-37125.8,0.01,open,open Position,1280.2
long,-37099.7,0.01,open,open Position,1279.3
long,-37294,0.01,open,open Position,1286
long,-37215.7,0.01,open,open Position,1283.3
long,-37224.4,0.01,open,open Position,1283.6
long,-37207,0.01,open,open Position,1283
long,-37440.45,0.01,open,open Position,1291.05
long,-37441.9,0.01,open,open Position,1291.1
long,-37586.9,0.01,open,open Position,1296.1
long,-37510.05,0.01,open,open Position,1293.45
long,-37610.1,0.01,open,open Position,1296.9
long,-37768.15,0.01,open,open Position,1302.35
long,-37681.15,0.01,open,open Position,1299.35
long,-37614.45,0.01,open,open Position,1297.05
long,-37521.65,0.01,open,open Position,1293.85
long,-37643.45,0.01,open,open Position,1298.05
long,-37588.35,0.01,open,open Position,1296.15
long,-37660.85,0.01,open,open Position,1298.65
long,-37537.6,0.01,open,open Position,1294.4
long,-37462.2,0.01,open,open Position,1291.8
long,-37556.45,0.01,open,open Position,1295.05
long,-37595.6,0.01,open,open Position,1296.4
long,-37646.35,0.01,open,open Position,1298.15
long,-37668.1,0.01,open,open Position,1298.9
long,-37517.3,0.01,open,open Position,1293.7
long,-37521.65,0.01,open,open Position,1293.85
long,-37584,0.01,open,open Position,1296
long,-37473.8,0.01,open,open Position,1292.2
long,-37305.6,0.01,open,open Position,1286.4
long,-37302.7,0.01,open,open Position,1286.3
long,-37244.7,0.01,open,open Position,1284.3
long,-37320.1,0.01,open,open Position,1286.9
long,-37214.25,0.01,open,open Position,1283.25
long,-37030.1,0.01,open,open Position,1276.9
long,-37053.3,0.01,open,open Position,1277.7
long,-36919.9,0.01,open,open Position,1273.1
long,-36019.45,0.01,open,open Position,1242.05
long,-36018,0.01,open,open Position,1242
long,-35293,0.01,open,open Position,1217
long,-35436.55,0.01,open,open Position,1221.95
long,-35413.35,0.01,open,open Position,1221.15
long,-36421.1,0.01,open,open Position,1255.9
long,-36666.15,0.01,open,open Position,1264.35
long,-36950.35,0.01,open,open Position,1274.15
long,-37256.3,0.01,open,open Position,1284.7
long,-37294,0.01,open,open Position,1286
long,-37499.9,0.01,open,open Position,1293.1
long,-37541.95,0.01,open,open Position,1294.55
long,-37470.9,0.01,open,open Position,1292.1
long,-37308.5,0.01,open,open Position,1286.5
long,-37395.5,0.01,open,open Position,1289.5
long,-38525.05,0.01,open,open Position,1328.45
long,-38614.95,0.01,open,open Position,1331.55
long,-38541,0.01,open,open Position,1329
long,-38462.7,0.01,open,open Position,1326.3
long,-38451.1,0.01,open,open Position,1325.9
long,-38436.6,0.01,open,open Position,1325.4
long,-38304.65,0.01,open,open Position,1320.85
long,-38314.8,0.01,open,open Position,1321.2
long,-38488.8,0.01,open,open Position,1327.2
long,-38559.85,0.01,open,open Position,1329.65
long,-38433.7,0.01,open,open Position,1325.3
long,-38794.75,0.01,open,open Position,1337.75
